universe,screen_rule,controller,splits,ann_return,ann_vol,sharpe,max_dd,turnover
liquid_us_equity_500,momentum_63_top10,MRH_tau21_k5,22,0.1959711483834906,0.2677016453227204,0.9001923358683638,-0.11747410627833976,38.87272727268842
liquid_us_equity_500,momentum_63_top10,MRH_tau63_k5,22,0.2523216522795715,0.2754189185051455,1.1903298322137674,-0.11815148659494978,21.72727272725101
liquid_us_equity_500,momentum_63_top10,MRH_tau126_k5,22,0.2596077099054854,0.27867011365200445,1.1951345911109237,-0.12221956455378523,16.836363636346807
liquid_us_equity_500,momentum_63_top10,CMVT_lam0.5_gam0.25,22,0.4122824499102959,0.41638674507706686,0.9872115448475213,-0.17575224583380247,26.47844651260949
liquid_us_equity_500,momentum_63_top10,CMVT_lam1.0_gam0.5,22,0.5225036573718232,0.3808824769805909,1.4068664646391709,-0.14946002879912307,15.240833555326283
liquid_us_equity_500,momentum_63_top10,CMVT_lam2.0_gam1.0,22,0.41104298883099255,0.3040483120153698,1.4520596490341684,-0.11923607306375072,3.9101355518229837
liquid_us_equity_500,momentum_63_top10,HRB_lb126_ct0.5,22,0.26449534712628586,0.22078604861301387,1.330344531891105,-0.0896045613960816,9.891695958359007
liquid_us_equity_500,momentum_63_top10,HRB_lb63_ct0.3,22,0.23194802915759508,0.22546310229757227,1.2992792934381674,-0.09211163454688295,10.302577762979029
liquid_us_equity_500,low_volatility_63_top10,EW,22,0.11769886226224534,0.14537165801885116,1.207213805471089,-0.06603773816515017,1.0000333894311098e-12
liquid_us_equity_500,low_volatility_63_top10,MRH_tau21_k5,22,0.08221675143562282,0.1562038170858931,0.9161941865772024,-0.07453354187522411,39.83636363632382
liquid_us_equity_500,low_volatility_63_top10,MRH_tau63_k5,22,0.11336118584144345,0.15472540855736916,1.0939681033160078,-0.0723937663483529,22.854545454522608
liquid_us_equity_500,low_volatility_63_top10,MRH_tau126_k5,22,0.13415445184620628,0.15789917427882727,1.2133755543607565,-0.0745547893418009,17.54545454543701
liquid_us_equity_500,low_volatility_63_top10,CMVT_lam0.5_gam0.25,22,0.1032642348633322,0.22350887452711168,0.7007203953712001,-0.10889685011878424,13.996305683164643
liquid_us_equity_500,low_volatility_63_top10,CMVT_lam1.0_gam0.5,22,0.08841536331094128,0.18050473872209555,0.7436842646996896,-0.08384842278291418,2.7696517464611796
liquid_us_equity_500,low_volatility_63_top10,CMVT_lam2.0_gam1.0,22,0.1252405775295219,0.14624590638185309,1.2294892226777572,-0.06647162447317072,0.0377827185522265
liquid_us_equity_500,low_volatility_63_top10,HRB_lb126_ct0.5,22,0.0875293700156024,0.15425429573732774,0.9452620099158383,-0.07070687845844374,10.24607019292393
liquid_us_equity_500,low_volatility_63_top10,HRB_lb63_ct0.3,22,0.12088854277103354,0.14977802876217403,1.1441967063205216,-0.06711182683109258,7.317651679967128
